date,household_id,household_size,water_liters,day,month,day_of_week,is_weekend
2023-10-12,H005,4,135.92,12,10,3,0
2023-10-13,H005,4,150.46,13,10,4,0
2023-10-14,H005,4,148.59,14,10,5,1
2023-10-15,H005,4,175.36,15,10,6,1
2023-10-16,H005,4,162.63,16,10,0,0
2023-10-17,H005,4,143.08,17,10,1,0
2023-10-18,H005,4,145.87,18,10,2,0
2023-10-19,H005,4,155.56,19,10,3,0
2023-10-20,H005,4,139.43,20,10,4,0
2023-10-21,H005,4,153.95,21,10,5,1
2023-10-22,H005,4,184.13,22,10,6,1
2023-10-23,H005,4,155.3,23,10,0,0
2023-10-24,H005,4,147.26,24,10,1,0
2023-10-25,H005,4,133.7,25,10,2,0
2023-10-26,H005,4,164.28,26,10,3,0
2023-10-27,H005,4,145.88,27,10,4,0
2023-10-28,H005,4,191.89,28,10,5,1
2023-10-29,H005,4,179.92,29,10,6,1
2023-10-30,H005,4,144.55,30,10,0,0
2023-10-31,H005,4,145.71,31,10,1,0
2023-11-01,H005,4,175.01,1,11,2,0
2023-11-02,H005,4,153.4,2,11,3,0
2023-11-03,H005,4,148.3,3,11,4,0
2023-11-04,H005,4,170.31,4,11,5,1
2023-11-05,H005,4,163.83,5,11,6,1
2023-11-06,H005,4,157.54,6,11,0,0
2023-11-07,H005,4,153.8,7,11,1,0
2023-11-08,H005,4,165.28,8,11,2,0
2023-11-09,H005,4,150.18,9,11,3,0
2023-11-10,H005,4,144.29,10,11,4,0
2023-11-11,H005,4,166.29,11,11,5,1
2023-11-12,H005,4,166.29,12,11,6,1
2023-11-13,H005,4,154.19,13,11,0,0
2023-11-14,H005,4,162.81,14,11,1,0
2023-11-15,H005,4,162.23,15,11,2,0
2023-11-16,H005,4,169.74,16,11,3,0
2023-11-17,H005,4,145.69,17,11,4,0
2023-11-18,H005,4,175.72,18,11,5,1
2023-11-19,H005,4,179.87,19,11,6,1
2023-11-20,H005,4,147.57,20,11,0,0
2023-11-21,H005,4,153.26,21,11,1,0
2023-11-22,H005,4,134.83,22,11,2,0
2023-11-23,H005,4,166.8,23,11,3,0
2023-11-24,H005,4,153.42,24,11,4,0
2023-11-25,H005,4,181.38,25,11,5,1
2023-11-26,H005,4,174.27,26,11,6,1
2023-11-27,H005,4,154.04,27,11,0,0
2023-11-28,H005,4,137.24,28,11,1,0
2023-11-29,H005,4,139.47,29,11,2,0
2023-11-30,H005,4,125.42,30,11,3,0
2023-12-01,H005,4,149.88,1,12,4,0
2023-12-02,H005,4,199.74,2,12,5,1
2023-12-03,H005,4,157.05,3,12,6,1
2023-12-04,H005,4,125.34,4,12,0,0
2023-12-05,H005,4,168.57,5,12,1,0
2023-12-06,H005,4,185.48,6,12,2,0
2023-12-07,H005,4,160.79,7,12,3,0
2023-12-08,H005,4,160.77,8,12,4,0
2023-12-09,H005,4,169.43,9,12,5,1
2023-12-10,H005,4,151.73,10,12,6,1
2023-12-11,H005,4,140.2,11,12,0,0
2023-12-12,H005,4,153.91,12,12,1,0
2023-12-13,H005,4,151.71,13,12,2,0
2023-12-14,H005,4,156.54,14,12,3,0
2023-12-15,H005,4,167.97,15,12,4,0
2023-12-16,H005,4,166.96,16,12,5,1
2023-12-17,H005,4,184.25,17,12,6,1
2023-12-18,H005,4,151.43,18,12,0,0
2023-12-19,H005,4,170.9,19,12,1,0
2023-12-20,H005,4,159.58,20,12,2,0
2023-12-21,H005,4,153.42,21,12,3,0
2023-12-22,H005,4,159.59,22,12,4,0
2023-12-23,H005,4,171.23,23,12,5,1
2023-12-24,H005,4,176.22,24,12,6,1
2023-12-25,H005,4,168.17,25,12,0,0
2023-12-26,H005,4,158.14,26,12,1,0
2023-12-27,H005,4,154.86,27,12,2,0
2023-12-28,H005,4,145.92,28,12,3,0
2023-12-29,H005,4,166.46,29,12,4,0
2023-12-30,H005,4,179.75,30,12,5,1
2023-12-31,H005,4,161.51,31,12,6,1
2023-01-01,H006,1,84.1,1,1,6,1
2023-01-02,H006,1,69.27,2,1,0,0
2023-01-03,H006,1,60.36,3,1,1,0
2023-01-04,H006,1,59.43,4,1,2,0
2023-01-05,H006,1,72.24,5,1,3,0
2023-01-06,H006,1,58.33,6,1,4,0
2023-01-07,H006,1,48.86,7,1,5,1
2023-01-08,H006,1,64.92,8,1,6,1
2023-01-09,H006,1,65.22,9,1,0,0
2023-01-10,H006,1,87.36,10,1,1,0
2023-01-11,H006,1,63.4,11,1,2,0
2023-01-12,H006,1,75.63,12,1,3,0
2023-01-13,H006,1,67.66,13,1,4,0
2023-01-14,H006,1,91.57,14,1,5,1
2023-01-15,H006,1,90.95,15,1,6,1
2023-01-16,H006,1,84.36,16,1,0,0
2023-01-17,H006,1,49.63,17,1,1,0
2023-01-18,H006,1,73.11,18,1,2,0
2023-01-19,H006,1,79.92,19,1,3,0
2023-01-20,H006,1,75.58,20,1,4,0
2023-01-21,H006,1,85.94,21,1,5,1
2023-01-22,H006,1,79.2,22,1,6,1
2023-01-23,H006,1,62.61,23,1,0,0
2023-01-24,H006,1,51.36,24,1,1,0
2023-01-25,H006,1,64.16,25,1,2,0
2023-01-26,H006,1,104.22,26,1,3,0
2023-01-27,H006,1,66.43,27,1,4,0
2023-01-28,H006,1,56.17,28,1,5,1
2023-01-29,H006,1,88.66,29,1,6,1
2023-01-30,H006,1,83.05,30,1,0,0
2023-01-31,H006,1,88.4,31,1,1,0
2023-02-01,H006,1,78.77,1,2,2,0
2023-02-02,H006,1,83.43,2,2,3,0
2023-02-03,H006,1,95.53,3,2,4,0
2023-02-04,H006,1,72.03,4,2,5,1
2023-02-05,H006,1,69.83,5,2,6,1
2023-02-06,H006,1,60.8,6,2,0,0
2023-02-07,H006,1,70.9,7,2,1,0
2023-02-08,H006,1,91.45,8,2,2,0
2023-02-09,H006,1,80.73,9,2,3,0
2023-02-10,H006,1,80.41,10,2,4,0
2023-02-11,H006,1,60.34,11,2,5,1
2023-02-12,H006,1,74.01,12,2,6,1
2023-02-13,H006,1,52.96,13,2,0,0
2023-02-14,H006,1,89.18,14,2,1,0
2023-02-15,H006,1,94.3,15,2,2,0
2023-02-16,H006,1,84.76,16,2,3,0
2023-02-17,H006,1,63.7,17,2,4,0
2023-02-18,H006,1,101.02,18,2,5,1
2023-02-19,H006,1,80.34,19,2,6,1
2023-02-20,H006,1,61.35,20,2,0,0
2023-02-21,H006,1,64.48,21,2,1,0
2023-02-22,H006,1,71.01,22,2,2,0
2023-02-23,H006,1,76.89,23,2,3,0
2023-02-24,H006,1,74.47,24,2,4,0
2023-02-25,H006,1,67.22,25,2,5,1
2023-02-26,H006,1,98.86,26,2,6,1
2023-02-27,H006,1,74.93,27,2,0,0
2023-02-28,H006,1,68.28,28,2,1,0
2023-03-01,H006,1,90.27,1,3,2,0
2023-03-02,H006,1,62.85,2,3,3,0
2023-03-03,H006,1,57.6,3,3,4,0
2023-03-04,H006,1,100.23,4,3,5,1
2023-03-05,H006,1,107.76,5,3,6,1
2023-03-06,H006,1,71.87,6,3,0,0
2023-03-07,H006,1,76.95,7,3,1,0
2023-03-08,H006,1,63.82,8,3,2,0
2023-03-09,H006,1,77.72,9,3,3,0
2023-03-10,H006,1,72.02,10,3,4,0
2023-03-11,H006,1,84.36,11,3,5,1
2023-03-12,H006,1,90.57,12,3,6,1
2023-03-13,H006,1,64.76,13,3,0,0
2023-03-14,H006,1,73.66,14,3,1,0
2023-03-15,H006,1,56.42,15,3,2,0
2023-03-16,H006,1,73.86,16,3,3,0
2023-03-17,H006,1,77.05,17,3,4,0
2023-03-18,H006,1,88.79,18,3,5,1
2023-03-19,H006,1,88.97,19,3,6,1
2023-03-20,H006,1,89.15,20,3,0,0
2023-03-21,H006,1,59.87,21,3,1,0
2023-03-22,H006,1,60.55,22,3,2,0
2023-03-23,H006,1,84.76,23,3,3,0
2023-03-24,H006,1,53.98,24,3,4,0
2023-03-25,H006,1,88.52,25,3,5,1
2023-03-26,H006,1,72.18,26,3,6,1
2023-03-27,H006,1,97.39,27,3,0,0
2023-03-28,H006,1,81.54,28,3,1,0
2023-03-29,H006,1,75.91,29,3,2,0
2023-03-30,H006,1,93.28,30,3,3,0
2023-03-31,H006,1,65.8,31,3,4,0
2023-04-01,H006,1,75.94,1,4,5,1
2023-04-02,H006,1,71.28,2,4,6,1
2023-04-03,H006,1,68.17,3,4,0,0
2023-04-04,H006,1,79.28,4,4,1,0
2023-04-05,H006,1,84.46,5,4,2,0
2023-04-06,H006,1,90.06,6,4,3,0
2023-04-07,H006,1,56.61,7,4,4,0
2023-04-08,H006,1,84.27,8,4,5,1
2023-04-09,H006,1,73.01,9,4,6,1
2023-04-10,H006,1,75.97,10,4,0,0
2023-04-11,H006,1,106.41,11,4,1,0
2023-04-12,H006,1,81.87,12,4,2,0
2023-04-13,H006,1,89.12,13,4,3,0
2023-04-14,H006,1,101.81,14,4,4,0
2023-04-15,H006,1,99.59,15,4,5,1
2023-04-16,H006,1,80.64,16,4,6,1
2023-04-17,H006,1,62.83,17,4,0,0
2023-04-18,H006,1,77.73,18,4,1,0
2023-04-19,H006,1,71.22,19,4,2,0
2023-04-20,H006,1,59.68,20,4,3,0
2023-04-21,H006,1,80.8,21,4,4,0
2023-04-22,H006,1,88.81,22,4,5,1
2023-04-23,H006,1,106.78,23,4,6,1
2023-04-24,H006,1,73.35,24,4,0,0
2023-04-25,H006,1,80.98,25,4,1,0
2023-04-26,H006,1,69.55,26,4,2,0
2023-04-27,H006,1,87.94,27,4,3,0
2023-04-28,H006,1,75.88,28,4,4,0
2023-04-29,H006,1,70.94,29,4,5,1
2023-04-30,H006,1,84.75,30,4,6,1
2023-05-01,H006,1,93.35,1,5,0,0
2023-05-02,H006,1,91.61,2,5,1,0
2023-05-03,H006,1,100.98,3,5,2,0
2023-05-04,H006,1,70.94,4,5,3,0
2023-05-05,H006,1,78.08,5,5,4,0
2023-05-06,H006,1,104.55,6,5,5,1
2023-05-07,H006,1,88.03,7,5,6,1
2023-05-08,H006,1,90.69,8,5,0,0
2023-05-09,H006,1,58.63,9,5,1,0
2023-05-10,H006,1,120.12,10,5,2,0
2023-05-11,H006,1,84.15,11,5,3,0
2023-05-12,H006,1,101.57,12,5,4,0
2023-05-13,H006,1,91.76,13,5,5,1
2023-05-14,H006,1,100.62,14,5,6,1
2023-05-15,H006,1,104.7,15,5,0,0
2023-05-16,H006,1,100.63,16,5,1,0
2023-05-17,H006,1,84.03,17,5,2,0
2023-05-18,H006,1,84.69,18,5,3,0
2023-05-19,H006,1,98.2,19,5,4,0
2023-05-20,H006,1,122.58,20,5,5,1
2023-05-21,H006,1,96.71,21,5,6,1
2023-05-22,H006,1,109.13,22,5,0,0
2023-05-23,H006,1,82.57,23,5,1,0
2023-05-24,H006,1,96.72,24,5,2,0
2023-05-25,H006,1,98.33,25,5,3,0
2023-05-26,H006,1,80.01,26,5,4,0
2023-05-27,H006,1,84.26,27,5,5,1
2023-05-28,H006,1,106.76,28,5,6,1
2023-05-29,H006,1,77.99,29,5,0,0
2023-05-30,H006,1,73.45,30,5,1,0
2023-05-31,H006,1,75.78,31,5,2,0
2023-06-01,H006,1,77.37,1,6,3,0
2023-06-02,H006,1,93.88,2,6,4,0
2023-06-03,H006,1,97.92,3,6,5,1
2023-06-04,H006,1,100.11,4,6,6,1
2023-06-05,H006,1,88.06,5,6,0,0
2023-06-06,H006,1,75.67,6,6,1,0
2023-06-07,H006,1,90.95,7,6,2,0
2023-06-08,H006,1,96.57,8,6,3,0
2023-06-09,H006,1,89.19,9,6,4,0
2023-06-10,H006,1,95.56,10,6,5,1
2023-06-11,H006,1,80.72,11,6,6,1
2023-06-12,H006,1,84.08,12,6,0,0
2023-06-13,H006,1,71.48,13,6,1,0
2023-06-14,H006,1,80.82,14,6,2,0
2023-06-15,H006,1,61.21,15,6,3,0
2023-06-16,H006,1,61.09,16,6,4,0
2023-06-17,H006,1,86.21,17,6,5,1
2023-06-18,H006,1,81.68,18,6,6,1
2023-06-19,H006,1,81.3,19,6,0,0
2023-06-20,H006,1,78.18,20,6,1,0
2023-06-21,H006,1,79.94,21,6,2,0
2023-06-22,H006,1,86.66,22,6,3,0
2023-06-23,H006,1,73.57,23,6,4,0
2023-06-24,H006,1,84.16,24,6,5,1
2023-06-25,H006,1,104.01,25,6,6,1
2023-06-26,H006,1,78.49,26,6,0,0
2023-06-27,H006,1,76.08,27,6,1,0
2023-06-28,H006,1,79.0,28,6,2,0
2023-06-29,H006,1,75.84,29,6,3,0
2023-06-30,H006,1,69.04,30,6,4,0
2023-07-01,H006,1,73.08,1,7,5,1
2023-07-02,H006,1,75.65,2,7,6,1
2023-07-03,H006,1,87.35,3,7,0,0
2023-07-04,H006,1,69.09,4,7,1,0
2023-07-05,H006,1,74.56,5,7,2,0
2023-07-06,H006,1,84.61,6,7,3,0
2023-07-07,H006,1,72.63,7,7,4,0
2023-07-08,H006,1,90.92,8,7,5,1
2023-07-09,H006,1,64.59,9,7,6,1
2023-07-10,H006,1,73.71,10,7,0,0
2023-07-11,H006,1,76.02,11,7,1,0
2023-07-12,H006,1,75.13,12,7,2,0
2023-07-13,H006,1,54.8,13,7,3,0
2023-07-14,H006,1,88.85,14,7,4,0
2023-07-15,H006,1,71.35,15,7,5,1
2023-07-16,H006,1,85.39,16,7,6,1
2023-07-17,H006,1,73.85,17,7,0,0
2023-07-18,H006,1,85.58,18,7,1,0
2023-07-19,H006,1,99.57,19,7,2,0
2023-07-20,H006,1,57.62,20,7,3,0
2023-07-21,H006,1,65.1,21,7,4,0
2023-07-22,H006,1,82.21,22,7,5,1
2023-07-23,H006,1,66.45,23,7,6,1
2023-07-24,H006,1,81.64,24,7,0,0
2023-07-25,H006,1,82.17,25,7,1,0
2023-07-26,H006,1,78.55,26,7,2,0
2023-07-27,H006,1,74.47,27,7,3,0
2023-07-28,H006,1,87.87,28,7,4,0
2023-07-29,H006,1,64.48,29,7,5,1
2023-07-30,H006,1,78.91,30,7,6,1
2023-07-31,H006,1,61.96,31,7,0,0
2023-08-01,H006,1,81.31,1,8,1,0
2023-08-02,H006,1,48.44,2,8,2,0
2023-08-03,H006,1,69.91,3,8,3,0
2023-08-04,H006,1,74.08,4,8,4,0
2023-08-05,H006,1,65.48,5,8,5,1
2023-08-06,H006,1,69.13,6,8,6,1
2023-08-07,H006,1,69.68,7,8,0,0
2023-08-08,H006,1,80.78,8,8,1,0
2023-08-09,H006,1,56.74,9,8,2,0
2023-08-10,H006,1,58.66,10,8,3,0
2023-08-11,H006,1,82.29,11,8,4,0
2023-08-12,H006,1,72.2,12,8,5,1
2023-08-13,H006,1,65.96,13,8,6,1
2023-08-14,H006,1,77.02,14,8,0,0
2023-08-15,H006,1,62.25,15,8,1,0
2023-08-16,H006,1,80.28,16,8,2,0
2023-08-17,H006,1,59.83,17,8,3,0
2023-08-18,H006,1,65.72,18,8,4,0
2023-08-19,H006,1,85.57,19,8,5,1
2023-08-20,H006,1,71.35,20,8,6,1
2023-08-21,H006,1,76.26,21,8,0,0
2023-08-22,H006,1,66.25,22,8,1,0
2023-08-23,H006,1,90.68,23,8,2,0
2023-08-24,H006,1,85.59,24,8,3,0
2023-08-25,H006,1,50.69,25,8,4,0
2023-08-26,H006,1,79.41,26,8,5,1
2023-08-27,H006,1,63.2,27,8,6,1
2023-08-28,H006,1,68.54,28,8,0,0
2023-08-29,H006,1,66.94,29,8,1,0
2023-08-30,H006,1,53.33,30,8,2,0
2023-08-31,H006,1,78.58,31,8,3,0
2023-09-01,H006,1,68.21,1,9,4,0
2023-09-02,H006,1,68.81,2,9,5,1
2023-09-03,H006,1,66.85,3,9,6,1
2023-09-04,H006,1,67.13,4,9,0,0
2023-09-05,H006,1,70.25,5,9,1,0
2023-09-06,H006,1,63.76,6,9,2,0
2023-09-07,H006,1,31.18,7,9,3,0
2023-09-08,H006,1,65.28,8,9,4,0
2023-09-09,H006,1,54.2,9,9,5,1
2023-09-10,H006,1,68.89,10,9,6,1
2023-09-11,H006,1,47.98,11,9,0,0
2023-09-12,H006,1,47.76,12,9,1,0
2023-09-13,H006,1,79.51,13,9,2,0
2023-09-14,H006,1,60.79,14,9,3,0
2023-09-15,H006,1,59.8,15,9,4,0
2023-09-16,H006,1,76.75,16,9,5,1
2023-09-17,H006,1,66.45,17,9,6,1
2023-09-18,H006,1,89.65,18,9,0,0
2023-09-19,H006,1,61.08,19,9,1,0
2023-09-20,H006,1,68.69,20,9,2,0
2023-09-21,H006,1,75.92,21,9,3,0
2023-09-22,H006,1,83.46,22,9,4,0
2023-09-23,H006,1,61.72,23,9,5,1
2023-09-24,H006,1,65.57,24,9,6,1
2023-09-25,H006,1,79.44,25,9,0,0
2023-09-26,H006,1,73.85,26,9,1,0
2023-09-27,H006,1,77.01,27,9,2,0
2023-09-28,H006,1,47.67,28,9,3,0
2023-09-29,H006,1,82.67,29,9,4,0
2023-09-30,H006,1,61.36,30,9,5,1
2023-10-01,H006,1,63.61,1,10,6,1
2023-10-02,H006,1,53.95,2,10,0,0
2023-10-03,H006,1,45.19,3,10,1,0
2023-10-04,H006,1,38.79,4,10,2,0
2023-10-05,H006,1,34.83,5,10,3,0
2023-10-06,H006,1,57.2,6,10,4,0
2023-10-07,H006,1,43.07,7,10,5,1
2023-10-08,H006,1,47.79,8,10,6,1
2023-10-09,H006,1,53.22,9,10,0,0
2023-10-10,H006,1,24.2,10,10,1,0
2023-10-11,H006,1,65.25,11,10,2,0
2023-10-12,H006,1,27.02,12,10,3,0
2023-10-13,H006,1,55.05,13,10,4,0
2023-10-14,H006,1,61.8,14,10,5,1
2023-10-15,H006,1,68.13,15,10,6,1
2023-10-16,H006,1,55.62,16,10,0,0
2023-10-17,H006,1,80.38,17,10,1,0
2023-10-18,H006,1,58.82,18,10,2,0
2023-10-19,H006,1,68.93,19,10,3,0
2023-10-20,H006,1,47.67,20,10,4,0
2023-10-21,H006,1,63.5,21,10,5,1
2023-10-22,H006,1,80.7,22,10,6,1
2023-10-23,H006,1,53.7,23,10,0,0
2023-10-24,H006,1,58.93,24,10,1,0
2023-10-25,H006,1,68.48,25,10,2,0
2023-10-26,H006,1,47.88,26,10,3,0
2023-10-27,H006,1,30.93,27,10,4,0
2023-10-28,H006,1,65.72,28,10,5,1
2023-10-29,H006,1,74.62,29,10,6,1
2023-10-30,H006,1,40.93,30,10,0,0
2023-10-31,H006,1,65.28,31,10,1,0
2023-11-01,H006,1,65.46,1,11,2,0
2023-11-02,H006,1,30.16,2,11,3,0
2023-11-03,H006,1,46.31,3,11,4,0
2023-11-04,H006,1,58.67,4,11,5,1
2023-11-05,H006,1,61.39,5,11,6,1
2023-11-06,H006,1,48.96,6,11,0,0
2023-11-07,H006,1,48.43,7,11,1,0
2023-11-08,H006,1,78.17,8,11,2,0
2023-11-09,H006,1,56.94,9,11,3,0
2023-11-10,H006,1,50.02,10,11,4,0
2023-11-11,H006,1,63.84,11,11,5,1
2023-11-12,H006,1,70.92,12,11,6,1
2023-11-13,H006,1,59.37,13,11,0,0
2023-11-14,H006,1,56.41,14,11,1,0
2023-11-15,H006,1,51.22,15,11,2,0
2023-11-16,H006,1,51.21,16,11,3,0
2023-11-17,H006,1,52.13,17,11,4,0
2023-11-18,H006,1,69.45,18,11,5,1
2023-11-19,H006,1,53.62,19,11,6,1
2023-11-20,H006,1,64.46,20,11,0,0
2023-11-21,H006,1,76.84,21,11,1,0
2023-11-22,H006,1,63.95,22,11,2,0
2023-11-23,H006,1,55.76,23,11,3,0
2023-11-24,H006,1,44.78,24,11,4,0
2023-11-25,H006,1,85.5,25,11,5,1
2023-11-26,H006,1,52.7,26,11,6,1
2023-11-27,H006,1,71.02,27,11,0,0
2023-11-28,H006,1,68.66,28,11,1,0
2023-11-29,H006,1,58.33,29,11,2,0
2023-11-30,H006,1,58.18,30,11,3,0
2023-12-01,H006,1,39.48,1,12,4,0
2023-12-02,H006,1,71.81,2,12,5,1
2023-12-03,H006,1,75.47,3,12,6,1
2023-12-04,H006,1,48.96,4,12,0,0
2023-12-05,H006,1,60.33,5,12,1,0
2023-12-06,H006,1,62.83,6,12,2,0
2023-12-07,H006,1,69.57,7,12,3,0
2023-12-08,H006,1,62.79,8,12,4,0
2023-12-09,H006,1,49.7,9,12,5,1
2023-12-10,H006,1,63.06,10,12,6,1
2023-12-11,H006,1,65.99,11,12,0,0
2023-12-12,H006,1,73.57,12,12,1,0
2023-12-13,H006,1,56.25,13,12,2,0
2023-12-14,H006,1,90.1,14,12,3,0
2023-12-15,H006,1,41.3,15,12,4,0
2023-12-16,H006,1,63.89,16,12,5,1
2023-12-17,H006,1,69.86,17,12,6,1
2023-12-18,H006,1,62.2,18,12,0,0
2023-12-19,H006,1,50.02,19,12,1,0
2023-12-20,H006,1,70.37,20,12,2,0
2023-12-21,H006,1,69.64,21,12,3,0
2023-12-22,H006,1,65.96,22,12,4,0
2023-12-23,H006,1,76.12,23,12,5,1
2023-12-24,H006,1,67.26,24,12,6,1
2023-12-25,H006,1,46.56,25,12,0,0
2023-12-26,H006,1,57.56,26,12,1,0
2023-12-27,H006,1,68.24,27,12,2,0
2023-12-28,H006,1,68.51,28,12,3,0
2023-12-29,H006,1,67.25,29,12,4,0
2023-12-30,H006,1,80.23,30,12,5,1
2023-12-31,H006,1,66.88,31,12,6,1
2023-01-01,H007,2,185.28,1,1,6,1
2023-01-02,H007,2,161.65,2,1,0,0
2023-01-03,H007,2,162.42,3,1,1,0
2023-01-04,H007,2,168.76,4,1,2,0
2023-01-05,H007,2,169.25,5,1,3,0
2023-01-06,H007,2,171.11,6,1,4,0
2023-01-07,H007,2,169.01,7,1,5,1
2023-01-08,H007,2,173.16,8,1,6,1
2023-01-09,H007,2,183.84,9,1,0,0
2023-01-10,H007,2,163.77,10,1,1,0
2023-01-11,H007,2,170.5,11,1,2,0
2023-01-12,H007,2,179.89,12,1,3,0
2023-01-13,H007,2,173.2,13,1,4,0
2023-01-14,H007,2,191.4,14,1,5,1
2023-01-15,H007,2,196.02,15,1,6,1
2023-01-16,H007,2,143.44,16,1,0,0
2023-01-17,H007,2,163.36,17,1,1,0
2023-01-18,H007,2,175.26,18,1,2,0
2023-01-19,H007,2,186.69,19,1,3,0
2023-01-20,H007,2,171.22,20,1,4,0
2023-01-21,H007,2,177.76,21,1,5,1
2023-01-22,H007,2,178.51,22,1,6,1
2023-01-23,H007,2,182.19,23,1,0,0
2023-01-24,H007,2,169.36,24,1,1,0
2023-01-25,H007,2,172.26,25,1,2,0
2023-01-26,H007,2,180.11,26,1,3,0
2023-01-27,H007,2,138.28,27,1,4,0
2023-01-28,H007,2,214.82,28,1,5,1
2023-01-29,H007,2,182.45,29,1,6,1
2023-01-30,H007,2,177.1,30,1,0,0
2023-01-31,H007,2,154.1,31,1,1,0
2023-02-01,H007,2,169.84,1,2,2,0
2023-02-02,H007,2,190.2,2,2,3,0
2023-02-03,H007,2,152.62,3,2,4,0
2023-02-04,H007,2,207.07,4,2,5,1
2023-02-05,H007,2,190.64,5,2,6,1
2023-02-06,H007,2,182.48,6,2,0,0
2023-02-07,H007,2,184.86,7,2,1,0
2023-02-08,H007,2,182.59,8,2,2,0
2023-02-09,H007,2,167.24,9,2,3,0
2023-02-10,H007,2,173.56,10,2,4,0
2023-02-11,H007,2,178.53,11,2,5,1
2023-02-12,H007,2,202.32,12,2,6,1
2023-02-13,H007,2,199.29,13,2,0,0
2023-02-14,H007,2,157.27,14,2,1,0
2023-02-15,H007,2,170.32,15,2,2,0
2023-02-16,H007,2,177.56,16,2,3,0
2023-02-17,H007,2,182.11,17,2,4,0
2023-02-18,H007,2,208.89,18,2,5,1
2023-02-19,H007,2,196.81,19,2,6,1
2023-02-20,H007,2,177.06,20,2,0,0
2023-02-21,H007,2,194.35,21,2,1,0
2023-02-22,H007,2,189.31,22,2,2,0
2023-02-23,H007,2,188.09,23,2,3,0
2023-02-24,H007,2,183.22,24,2,4,0
2023-02-25,H007,2,212.11,25,2,5,1
2023-02-26,H007,2,192.7,26,2,6,1
2023-02-27,H007,2,173.06,27,2,0,0
2023-02-28,H007,2,191.74,28,2,1,0
2023-03-01,H007,2,163.51,1,3,2,0
2023-03-02,H007,2,184.32,2,3,3,0
2023-03-03,H007,2,179.62,3,3,4,0
2023-03-04,H007,2,185.11,4,3,5,1
2023-03-05,H007,2,191.01,5,3,6,1
2023-03-06,H007,2,182.68,6,3,0,0
2023-03-07,H007,2,196.58,7,3,1,0
2023-03-08,H007,2,176.51,8,3,2,0
2023-03-09,H007,2,199.07,9,3,3,0
2023-03-10,H007,2,185.42,10,3,4,0
2023-03-11,H007,2,219.02,11,3,5,1
2023-03-12,H007,2,196.21,12,3,6,1
2023-03-13,H007,2,184.52,13,3,0,0
2023-03-14,H007,2,189.66,14,3,1,0
2023-03-15,H007,2,183.2,15,3,2,0
2023-03-16,H007,2,196.91,16,3,3,0
2023-03-17,H007,2,159.1,17,3,4,0
2023-03-18,H007,2,233.33,18,3,5,1
2023-03-19,H007,2,214.66,19,3,6,1
2023-03-20,H007,2,183.8,20,3,0,0
2023-03-21,H007,2,179.34,21,3,1,0
2023-03-22,H007,2,175.64,22,3,2,0
2023-03-23,H007,2,193.86,23,3,3,0
2023-03-24,H007,2,198.11,24,3,4,0
2023-03-25,H007,2,202.9,25,3,5,1
2023-03-26,H007,2,218.19,26,3,6,1
2023-03-27,H007,2,175.43,27,3,0,0
2023-03-28,H007,2,173.34,28,3,1,0
2023-03-29,H007,2,208.14,29,3,2,0
2023-03-30,H007,2,193.49,30,3,3,0
2023-03-31,H007,2,203.17,31,3,4,0
2023-04-01,H007,2,194.81,1,4,5,1
2023-04-02,H007,2,193.97,2,4,6,1
2023-04-03,H007,2,182.1,3,4,0,0
2023-04-04,H007,2,176.5,4,4,1,0
2023-04-05,H007,2,194.83,5,4,2,0
2023-04-06,H007,2,177.32,6,4,3,0
2023-04-07,H007,2,172.24,7,4,4,0
2023-04-08,H007,2,206.58,8,4,5,1
2023-04-09,H007,2,189.34,9,4,6,1
2023-04-10,H007,2,164.55,10,4,0,0
2023-04-11,H007,2,187.67,11,4,1,0
2023-04-12,H007,2,165.01,12,4,2,0
2023-04-13,H007,2,195.23,13,4,3,0
2023-04-14,H007,2,169.09,14,4,4,0
2023-04-15,H007,2,177.43,15,4,5,1
2023-04-16,H007,2,200.68,16,4,6,1
2023-04-17,H007,2,187.27,17,4,0,0
2023-04-18,H007,2,191.32,18,4,1,0
2023-04-19,H007,2,187.36,19,4,2,0
2023-04-20,H007,2,172.46,20,4,3,0
2023-04-21,H007,2,193.59,21,4,4,0
2023-04-22,H007,2,214.9,22,4,5,1
2023-04-23,H007,2,188.75,23,4,6,1
2023-04-24,H007,2,182.42,24,4,0,0
2023-04-25,H007,2,181.13,25,4,1,0
2023-04-26,H007,2,186.9,26,4,2,0
2023-04-27,H007,2,181.62,27,4,3,0
2023-04-28,H007,2,183.09,28,4,4,0
2023-04-29,H007,2,209.79,29,4,5,1
2023-04-30,H007,2,188.5,30,4,6,1
2023-05-01,H007,2,219.66,1,5,0,0
2023-05-02,H007,2,224.27,2,5,1,0
2023-05-03,H007,2,229.94,3,5,2,0
2023-05-04,H007,2,184.36,4,5,3,0
2023-05-05,H007,2,207.63,5,5,4,0
2023-05-06,H007,2,206.93,6,5,5,1
2023-05-07,H007,2,200.99,7,5,6,1
2023-05-08,H007,2,210.73,8,5,0,0
2023-05-09,H007,2,203.93,9,5,1,0
2023-05-10,H007,2,212.03,10,5,2,0
2023-05-11,H007,2,213.96,11,5,3,0
2023-05-12,H007,2,222.8,12,5,4,0
2023-05-13,H007,2,228.91,13,5,5,1
2023-05-14,H007,2,262.99,14,5,6,1
2023-05-15,H007,2,210.55,15,5,0,0
2023-05-16,H007,2,228.65,16,5,1,0
